Carkol,Rock,80,60,90
Carnivine,Grass,74,100,72
Carracosta,Water,74,108,133
Carvanha,Water,45,90,20
Cascoon,Bug,50,35,55
Castform,Normal,70,70,70
Caterpie,Bug,45,30,35
Celebi,Psychic,100,100,100
Celesteela,Steel,97,101,103
Centiskorch,Fire,100,115,65
Chandelure,Ghost,60,55,90
Chansey,Normal,250,5,5
Charizard,Fire,78,84,78
Charjabug,Bug,57,82,95
Charmander,Fire,39,52,43
Charmeleon,Fire,58,64,58
Chatot,Normal,76,65,45
Cherrim,Grass,70,60,70
Cherubi,Grass,45,35,45
Chesnaught,Grass,88,107,122
Chespin,Grass,56,61,65
Chewtle,Water,50,64,50
Chikorita,Grass,45,49,65
Chimchar,Fire,44,58,44
Chimecho,Psychic,65,50,70
Chinchou,Water,75,38,38
Chingling,Psychic,45,30,50
Cinccino,Normal,75,95,60
Cinderace,Fire,80,116,75
Clamperl,Water,35,64,85
Clauncher,Water,50,53,62
Clawitzer,Water,71,73,88
Claydol,Ground,60,70,105
Clefable,Fairy,95,70,73
Clefairy,Fairy,70,45,48
Cleffa,Fairy,50,25,28
Clobbopus,Fighting,50,68,60
Cloyster,Water,50,95,180
Coalossal,Rock,110,80,120
Cobalion,Steel,91,90,129
Cofagrigus,Ghost,58,50,145
Combee,Bug,30,30,42
Combusken,Fire,60,85,60
Comfey,Fairy,51,52,90
Conkeldurr,Fighting,105,140,95
Copperajah,Steel,122,130,69
Corphish,Water,43,80,65
Corsola,Water,55,55,85
Corviknight,Flying,98,87,105
Corvisquire,Flying,68,67,55
Cosmoem,Psychic,43,29,131
Cosmog,Psychic,43,29,31
Cottonee,Grass,40,27,60
Crabominable,Fighting,97,132,77
Crabrawler,Fighting,47,82,57
Cradily,Rock,86,81,97
Cramorant,Flying,70,85,55
Cranidos,Rock,67,125,40
Crawdaunt,Water,63,120,85
Cresselia,Psychic,120,70,120
Croagunk,Poison,48,61,40
Crobat,Poison,85,90,80
Croconaw,Water,65,80,80
Crustle,Bug,70,95,125
Cryogonal,Ice,70,50,30
Cubchoo,Ice,55,70,40
Cubone,Ground,50,50,95
Cufant,Steel,72,80,49
Cursola,Ghost,60,95,50
Cutiefly,Bug,40,45,40
Cyndaquil,Fire,39,52,43
"Dada Zarude",Dark,105,120,105
Darkrai,Dark,70,90,90
"Darmanitan Standard Mode",Fire,105,140,55
"Darmanitan Zen Mode",Fire,105,30,105
Dartrix,Grass,78,75,75
Darumaka,Fire,70,90,45
"Dawn Wings Necrozma",Psychic,97,113,109
Decidueye,Grass,78,107,75
Dedenne,Electric,67,58,57
Deerling,Normal,60,60,50
Deino,Dark,52,65,50
Delcatty,Normal,70,65,65
Delibird,Ice,45,55,45
Delphox,Fire,75,69,72
"Deoxys Attack Forme",Psychic,50,180,20
"Deoxys Defense Forme",Psychic,50,70,160
"Deoxys Normal Forme",Psychic,50,150,50
"Deoxys Speed Forme",Psychic,50,95,90
Dewgong,Water,90,70,80
Dewott,Water,75,75,60
Dewpider,Water,38,40,52
Dhelmise,Ghost,70,131,100
Dialga,Steel,100,120,120
Diancie,Rock,50,100,150
Diggersby,Normal,85,56,77
Diglett,Ground,10,55,25
Ditto,Normal,48,48,48
Dodrio,Normal,60,110,70
Doduo,Normal,35,85,45
Donphan,Ground,90,120,120
Dottler,Bug,50,35,80
Doublade,Steel,59,110,150
Dracovish,Water,90,90,100
Dracozolt,Electric,90,100,90
Dragalge,Poison,65,75,90
Dragapult,Dragon,88,120,75
Dragonair,Dragon,61,84,65
Dragonite,Dragon,91,134,95
Drakloak,Dragon,68,80,50
Drampa,Normal,78,60,85
Drapion,Poison,70,90,110
Dratini,Dragon,41,64,45
Drednaw,Water,90,115,90
Dreepy,Dragon,28,60,30
Drifblim,Ghost,150,80,44
Drifloon,Ghost,90,50,34
Drilbur,Ground,60,85,40
Drizzile,Water,65,60,55
Drowzee,Psychic,60,48,45
Druddigon,Dragon,77,120,90
Dubwool,Normal,72,80,100
Ducklett,Water,62,44,50
Dugtrio,Ground,35,80,50
Dunsparce,Normal,100,70,70
Duosion,Psychic,65,40,50
Duraludon,Steel,70,95,115
Durant,Bug,58,109,112
Dusclops,Ghost,40,70,130
"Dusk Mane Necrozma",Psychic,97,157,127
Dusknoir,Ghost,45,100,135
Duskull,Ghost,20,40,90
Dustox,Bug,60,50,70
Dwebble,Bug,50,65,85
Eelektrik,Electric,65,85,70
Eelektross,Electric,85,115,80
Eevee,Normal,55,55,50
"Eiscue Ice Face",Ice,75,80,110
"Eiscue Noice Face",Ice,75,80,70
Ekans,Poison,35,60,44
Eldegoss,Graass,60,50,90
Electabuzz,Electric,65,83,57
Electivire,Electric,75,123,67
Electrike,Electric,40,45,40
Electrode,Electric,60,50,70
Elekid,Electric,45,63,37
Elgyem,Psychic,55,55,55
Emboar,Fire,110,123,65
Emolga,Electric,55,75,60
Empoleon,Water,84,86,88
Entei,Fire,115,115,85
Escavalier,Bug,70,135,105
Espeon,Psychic,65,65,60
Espurr,Psychic,62,48,54
"Eternamax Eternatus",Poison,255,115,250
Eternatus,Poison,140,85,95
Excadrill,Ground,110,135,60
Exeggcute,Grass,60,40,80
Exeggutor,Grass,95,95,85
Exploud,Normal,104,91,63
Falinks,Fighting,65,100,100
"Fan Rotom",Electric,50,65,107
"Farfetch'd",Normal,52,90,55
Fearow,Normal,65,90,65
Feebas,Water,20,15,20
Fennekin,Fire,40,45,40
Feraligatr,Water,85,105,100
Ferroseed,Grass,44,50,91
Ferrothorn,Grass,74,94,131
Finneon,Water,49,49,56
Flaaffy,Electric,70,55,55
"Flabébé",Fairy,44,38,39
Flapple,Grass,70,110,80
Flareon,Fire,65,130,60
Fletchinder,Fire,62,73,55
Fletchling,Normal,45,50,43
Floatzel,Water,85,105,55
Floette,Fairy,54,45,47
Florges,Fairy,78,65,68
Flygon,Ground,80,100,80
Fomantis,Grass,40,55,35
Foongus,Grass,69,55,45
Forretress,Bug,75,90,140
Fraxure,Dragon,66,117,70
Frillish,Water,55,40,50
Froakie,Water,41,56,40
Frogadier,Water,54,63,52
Froslass,Ice,70,80,70
Frosmoth,Ice,70,65,60
"Frost Rotom",Electric,50,65,107
Furfrou,Normal,75,80,60
Furret,Normal,85,76,64
Gabite,Dragon,68,90,65
"Galarian Articuno",Psychic,90,85,85
"Galarian Corsola",Ghost,60,55,100
"Galarian Darmanitan Standard Mode",Ice,105,140,55
"Galarian Darmanitan Zen Mode",Ice,105,160,55
"Galarian Darumaka",Ice,70,90,45
"Galarian Farfetched",Fighting,52,95,55
"Galarian Linoone",Dark,78,70,61
"Galarian Meowth",Steel,50,65,55
"Galarian Moltres",Dark,90,85,90
"Galarian Mr. Mime",Ice,50,65,65
"Galarian Ponyta",Psychic,50,85,55
"Galarian Rapidash",Psychic,65,100,70
"Galarian Slowbro",Poison,95,100,95
"Galarian Slowking",Poison,95,65,80
"Galarian Slowpoke",Psychic,90,65,65
"Galarian Stunfisk",Ground,109,81,99
"Galarian Weezing",Poison,65,90,120
"Galarian Yamask",Ground,38,55,85
"Galarian Zapdos",Fighting,90,125,90
"Galarian Zigzagoon",Dark,38,30,41
Gallade,Psychic,68,125,65
Galvantula,Bug,70,77,60
Garbodor,Poison,80,95,82
Garchomp,Dragon,108,130,95
Gardevoir,Psychic,68,65,65
Gastly,Ghost,30,35,30
Gastrodon,Water,111,83,68
Genesect,Bug,71,120,95
Gengar,Ghost,60,65,60
Geodude,Rock,40,80,100
Gible,Dragon,58,70,45
Gigalith,Rock,85,135,130
"Gigantamax Alcremie",Fairy,65,60,75
"Gigantamax Appletun",Grass,110,85,80
"Gigantamax Blasoise",Blastoise,79,83,100
"Gigantamax Butterfree",Bug,60,45,50
"Gigantamax Centiskorch",Fire,100,115,65
"Gigantamax Charizard",Fire,78,84,78
"Gigantamax Cinderace",Fire,80,116,75
"Gigantamax Coalossal",Rock,110,80,120
"Gigantamax Copperajah",Steel,122,130,69
"Gigantamax Corviknight",Flying,98,87,105
"Gigantamax Drednaw",Water,90,115,90
"Gigantamax Duraludon",Steel,70,95,115
"Gigantamax Eevee",Normal,55,55,50
"Gigantamax Flapple",Grass,70,110,80
"Gigantamax Garbodor",Poison,80,95,82
"Gigantamax Gengar",Ghost,60,65,60
"Gigantamax Grimmsnarl",Dark,95,120,65
"Gigantamax Hatterene",Psychic,57,90,95
"Gigantamax Inteleon",Water,70,85,65
"Gigantamax Kingler",Water,55,130,115
"Gigantamax Lapras",Water,130,85,80
"Gigantamax Machamp",Fighting,90,130,80
"Gigantamax Melmetal",Steel,135,143,143
"Gigantamax Meowth",Normal,40,45,35
"Gigantamax Orbeetle",Bug,60,45,110
"Gigantamax Pikachu",Electric,35,55,40
"Gigantamax Rillaboom",Grass,100,125,90
"Gigantamax Sandaconda",Ground,72,107,125
"Gigantamax Snorlax",Normal,160,110,65
"Gigantamax Toxitricity",Electric,75,98,70
"Gigantamax Urshifu Rapid Strike Style",Fighting,100,130,100
"Gigantamax Urshifu Single Strike Style",Fighting,100,130,100
"Gigantamax Venusaur",Grass,80,82,83
Girafarig,Normal,70,80,65
"Giratina Altered Forme",Ghost,150,100,120
"Giratina Origin Forme",Ghost,150,120,100
Glaceon,Ice,65,60,110
Glalie,Ice,80,80,80
Glameow,Normal,49,55,42
Glastrier,Ice,100,145,130
Gligar,Ground,65,75,105
Gliscor,Ground,75,95,125
Gloom,Grass,60,65,70
Gogoat,Grass,123,100,62
Golbat,Poison,75,80,70
Goldeen,Water,45,67,60
Golduck,Water,80,82,78
Golem,Rock,80,120,130
Golett,Ground,59,74,50
Golisopod,Bug,75,125,140
Golurk,Ground,89,124,80
Goodra,Dragon,90,100,70
Goomy,Dragon,45,50,35
Gorebyss,Water,55,84,105
Gossifleur,Grass,40,40,60
Gothita,Psychic,45,30,50
Gothitelle,Psychic,70,55,95
Gothorita,Psychic,60,45,70
"Gourgeist Average Size",Ghost,65,90,122
"Gourgeist Large Size",Ghost,75,95,122
"Gourgeist Small Size",Ghost,55,85,122
"Gourgeist Super Size",Ghost,85,100,122
Granbull,Fairy,90,120,75
Grapploct,Fighting,80,118,90
Graveler,Rock,55,95,115
Greedent,Normal,120,95,95
Greninja,Water,72,95,67
Grimer,Poison,80,80,50
Grimmsnarl,Dark,95,120,65
Grookey,Grass,50,65,50
Grotle,Grass,75,89,85
Groudon,Ground,100,150,140
Grovyle,Grass,50,65,45
Growlithe,Fire,55,70,45
Grubbin,Bug,47,62,45
Grumpig,Psychic,80,45,65
Gulpin,Poison,70,43,53
Gumshoos,Normal,88,110,60
Gurdurr,Fighting,85,105,85
Guzzlord,Dark,223,101,53
Gyarados,Water,95,125,79
Hakamo-o,Dragon,55,75,90
Happiny,Normal,100,5,5
Hariyama,Fighting,144,120,60
Hatenna,Psychic,42,30,45
Hatterene,Psychic,57,90,95
Hattrem,Psychic,57,40,65
Haunter,Ghost,45,50,45
Hawlucha,Fighting,78,92,75
Haxorus,Dragon,76,147,90
"Heat Rotom",Electric,50,65,107
Heatmor,Fire,85,97,66
Heatran,Fire,91,90,106
Heliolisk,Electric,62,55,52
Helioptile,Electric,44,38,33
Heracross,Bug,80,125,75
Herdier,Normal,65,80,65
Hippopotas,Ground,68,72,78
Hippowdon,Ground,108,112,118
Hitmonchan,Fighting,50,105,79
Hitmonlee,Fighting,50,120,53
Hitmontop,Fighting,50,95,95
Ho-oh,Fire,106,130,90
Honchkrow,Dark,100,125,52
Honedge,Steel,45,80,100
"Hoopa Confined",Psychic,80,110,60
"Hoopa Unbound",Psychic,80,160,60
Hoothoot,Normal,60,30,30
Hoppip,Grass,35,35,40
Horsea,Water,30,40,70
Houndoom,Dark,75,90,50
Houndour,Dark,45,60,30
Huntail,Water,55,104,105
Hydreigon,Dark,92,105,90
Hypno,Psychic,85,73,70
"Ice Rider Calyrex",Psychic,100,165,150
Igglybuff,Normal,90,30,15
Illumise,Bug,65,47,55
Impidimp,Dark,45,45,30
Incineroar,Fire,95,115,90
"Indeedee Female",Psychic,70,55,65
"Indeedee Male",Psychic,60,65,55
Infernape,Fire,76,104,71
Inkay,Dark,53,54,53
Inteleon,Water,70,85,65
Ivysaur,Grass,60,62,63
Jangmo-o,Dragon,45,55,65
Jellicent,Water,100,60,70
Jigglypuff,Normal,115,45,20
Jirachi,Steel,100,100,100
Jolteon,Electric,65,65,60
Joltik,Bug,50,47,50
Jumpluff,Grass,75,55,70
Jynx,Ice,65,50,35
Kabuto,Rock,30,80,90
Kabutops,Rock,60,115,105
Kadabra,Psychic,40,35,30
Kakuna,Bug,45,25,50
Kangaskhan,Normal,105,95,80
Karrablast,Bug,50,75,45
Kartana,Grass,59,181,131
Kecleon,Normal,60,90,70
"Keldeo Ordinary Forme",Water,91,72,90
"Keldeo Resolute Forme",Water,91,72,90
Kingdra,Water,75,95,95
Kingler,Water,55,130,115
Kirlia,Psychic,38,35,35
Klang,Steel,60,80,95
Klefki,Steel,57,80,91
Klink,Steel,40,55,70
Klinklang,Steel,60,100,115
Koffing,Poison,40,65,95
Komala,Normal,65,115,65
Kommo-o,Dragon,75,110,125
Krabby,Water,30,105,90
Kricketot,Bug,37,25,41
Kricketune,Bug,77,85,51
Krokorok,Ground,60,82,45
Krookodile,Ground,95,117,80
Kubfu,Fighting,60,90,60
Kyogre,Water,100,100,90
Kyurem,Dragon,125,130,90
Lairon,Steel,60,90,140
Lampent,Ghost,60,40,60
"Landorus Incarnate Forme",Ground,89,125,90
"Landorus Therian Forme",Ground,89,145,90
Lanturn,Water,125,58,58
Lapras,Water,130,85,80
Larvesta,Bug,55,85,55
Larvitar,Rock,50,64,50
Latias,Dragon,80,80,90
Latios,Dragon,80,90,80
Leafeon,Grass,65,110,130
Leavanny,Bug,75,103,80
Ledian,Bug,55,35,50
Ledyba,Bug,40,20,30
Lickilicky,Normal,110,85,95
Lickitung,Normal,90,55,75
Liepard,Dark,64,88,50
Lileep,Rock,66,41,77
Lilligant,Grass,70,60,75
Lillipup,Normal,45,60,45
Linoone,Normal,78,70,61
Litleo,Fire,62,50,58
Litten,Fire,45,65,40
Litwick,Ghost,50,30,55
Lombre,Water,60,50,50
Lopunny,Normal,65,76,84
Lotad,Water,40,30,30
Loudred,Normal,84,71,43
Lucario,Fighting,70,110,70
Ludicolo,Water,80,70,70
Lugia,Psychic,106,90,130
Lumineon,Water,69,69,76
Lunala,Psychic,137,113,89
Lunatone,Rock,70,55,65
Lurantis,Grass,70,105,90
Luvdisc,Water,43,30,55
Luxio,Electric,60,85,49
Luxray,Electric,80,120,79
"Lycanroc Dusk Forme",Rock,75,117,65
"Lycanroc Midday Forme",Rock,75,115,65
"Lycanroc Midnight Forme",Rock,85,115,75
Machamp,Fighting,90,130,80
Machoke,Fighting,80,100,70
Machop,Fighting,70,80,50
Magby,Fire,45,75,37
Magcargo,Fire,50,50,120
Magearna,Steel,80,95,115
Magikarp,Water,20,10,55
Magmar,Fire,65,95,57
Magmortar,Fire,75,95,67
Magnemite,Electric,25,35,70
Magneton,Electric,50,60,95
Magnezone,Electric,70,70,115
Makuhita,Fighting,72,60,30
Malamar,Dark,86,92,88
Mamoswine,Ice,110,130,80
Manaphy,Water,100,100,100
Mandibuzz,Dark,110,65,105
Manectric,Electric,70,75,60
Mankey,Fighting,40,80,35
Mantine,Water,65,40,70
Mantyke,Water,45,20,50
Maractus,Grass,75,86,67
Mareanie,Poison,50,53,62
Mareep,Electric,55,40,40
Marill,Water,70,20,50
Marowak,Ground,60,80,110
Marshadow,Fighting,90,125,80
Marshtomp,Water,70,85,70
Masquerain,Bug,70,60,62
Mawile,Steel,50,85,85
Medicham,Fighting,60,60,75
Meditite,Fighting,30,40,55
"Mega Abomasnow",Grass,90,132,105
"Mega Absol",Dark,65,150,60
"Mega Aerodactyl",Rock,80,135,85
"Mega Aggron",Steel,70,140,230
"Mega Alakazam",Psychic,55,50,65
"Mega Altaria",Dragon,75,110,110
"Mega Ampharos",Electric,90,95,105
"Mega Audino",Normal,103,60,126
"Mega Banette",Ghost,64,165,75
"Mega Beedrill",Bug,65,150,40
"Mega Blastoise",Water,79,103,120
"Mega Blaziken",Fire,80,160,80
"Mega Camerupt",Fire,70,120,100
"Mega Charizard X",Fire,78,130,111
"Mega Charizard Y",Fire,78,104,78
"Mega Diancie",Rock,50,160,110
"Mega Gallade",Psychic,68,165,95
"Mega Garchomp",Dragon,108,170,115
"Mega Gardevoir",Psychic,68,85,65
"Mega Gengar",Ghost,60,65,80
"Mega Glalie",Ice,80,120,80
"Mega Gyarados",Water,95,155,109
"Mega Heracross",Bug,80,185,115
"Mega Houndoom",Dark,75,90,90
"Mega Kangaskhan",Normal,105,125,100
"Mega Latias",Dragon,80,100,120
"Mega Latios",Dragon,80,130,100
"Mega Lopunny",Normal,65,136,94
"Mega Lucario",Fighting,70,145,88
"Mega Manectric",Electric,70,75,80
"Mega Mawile",Steel,50,105,125
"Mega Medicham",Fighting,60,100,85
"Mega Metagross",Steel,80,145,150
"Mega Mewtwo X",Psychic,106,190,100
"Mega Mewtwo Y",Psychic,106,150,70
"Mega Pidgeot",Normal,83,80,80
"Mega Pinsir",Bug,65,155,120
"Mega Rayquaza",Dragon,105,180,100
"Mega Sableye",Dark,50,85,125
"Mega Salamence",Dragon,95,145,130
"Mega Sceptile",Grass,70,110,75
"Mega Scizor",Bug,70,150,140
"Mega Sharpedo",Water,70,140,70
"Mega Slowbro",Water,95,75,180
"Mega Steelix",Steel,75,125,230
"Mega Swampert",Water,100,150,110
"Mega Tyranitar",Rock,100,164,150
"Mega Venusaur",Grass,80,100,123
Meganium,Grass,80,82,100
Melmetal,Steel,135,143,143
"Meloetta Aria Forme",Normal,100,77,77
"Meloetta Pirouette Forme",Normal,100,128,90
Meltan,Steel,46,65,65
"Meowstic Female",Psychic,74,48,76
"Meowstic Male",Psychic,74,48,76
Meowth,Normal,40,45,35
Mesprit,Psychic,80,105,105
Metagross,Steel,80,135,130
Metang,Steel,60,75,100
Metapod,Bug,50,20,55
Mew,Psychic,100,100,100
Mewtwo,Psychic,106,110,90
Mienfoo,Fighting,45,85,50
Mienshao,Fighting,65,125,60
Mightyena,Dark,70,90,70
Milcery,Fairy,45,40,40
Milotic,Water,95,60,79
Miltank,Normal,95,80,105
"Mime Jr.",Psychic,20,25,45
Mimikyu,Ghost,55,90,80
Minccino,Normal,55,50,40
"Minior Core Forme",Rock,60,100,60
"Minior Meteor Forme",Rock,60,60,100
Minun,Electric,60,40,50
Misdreavus,Ghost,60,60,60
Mismagius,Ghost,60,60,60
Moltres,Fire,90,100,90
Monferno,Fire,64,78,52
Morelull,Grass,40,35,55
Morgrem,Dark,65,60,45
"Morpeko Full Belly Mode",Electric,58,95,58
"Morpeko Hangry Mode",Electric,58,95,58
Mothim,Bug,70,94,50
"Mow Rotom",Electric,50,65,107
"Mr. Mime",Psychic,40,45,65
"Mr. Rime",Ice,80,85,75
Mudbray,Ground,70,100,70
Mudkip,Water,50,70,50
Mudsdale,Ground,100,125,100
Muk,Poison,105,105,75
Munchlax,Normal,135,85,40
Munna,Psychic,76,25,45
Murkrow,Dark,60,85,42
Musharna,Psychic,116,55,85
Naganadel,Poison,73,73,73
Natu,Psychic,40,50,45
Necrozma,Psychic,97,107,101
Nickit,Dark,40,28,28
Nidoking,Poison,81,102,77
Nidoqueen,Poison,90,92,87
"Nidoran♀",Poison,55,47,52
"Nidoran♂",Poison,46,57,40
Nidorina,Poison,70,62,67
Nidorino,Poison,61,72,57
Nihilego,Rock,109,53,47
Nincada,Bug,31,45,90
Ninetales,Fire,73,76,75
Ninjask,Bug,61,90,45
Noctowl,Normal,100,50,50
Noibat,Flying,40,30,35
Noivern,Flying,85,70,80
Nosepass,Rock,30,45,135
Numel,Fire,60,60,40
Nuzleaf,Grass,70,70,40
Obstagoon,Dark,93,90,101
Octillery,Water,75,105,75
Oddish,Grass,45,50,55
Omanyte,Rock,35,40,100
Omastar,Rock,70,60,125
Onix,Rock,35,45,160
Oranguru,Normal,90,60,80
Orbeetle,Bug,60,45,110
"Oricorio Baile Style",Fire,75,70,70
"Oricorio P'au Style",Psychic,75,70,70
"Oricorio Pom-Pom Style",Electric,75,70,70
"Oricorio Sensu Style",Ghost,75,70,70
Oshawott,Water,55,55,45
Pachirisu,Electric,60,45,70
Palkia,Water,90,120,100
Palossand,Ghost,85,75,110
Palpitoad,Water,75,65,55
Pancham,Fighting,67,82,62
Pangoro,Fighting,95,124,78
Panpour,Water,50,53,48
Pansage,Grass,50,53,48
Pansear,Fire,50,53,48
Paras,Bug,35,70,55
Parasect,Bug,60,95,80
Passimian,Fighting,100,120,90
Patrat,Normal,45,55,39
Pawniard,Dark,45,85,70
Pelipper,Water,60,50,100
Perrserker,Steel,70,110,100
Persian,Normal,65,70,60
Petilil,Grass,45,35,50
Phanpy,Ground,90,60,60
Phantump,Ghost,43,70,48
Pheromosa,Bug,71,137,37
Phione,Water,80,80,80
Pichu,Electric,20,40,15
Pidgeot,Normal,83,80,75
Pidgeotto,Normal,63,60,55
Pidgey,Normal,40,45,40
Pidove,Normal,50,55,50
Pignite,Fire,90,93,55
Pikachu,Electric,35,55,40
Pikipek,Normal,35,75,30
Piloswine,Ice,100,100,80
Pincurchin,Electric,48,101,95
Pineco,Bug,50,65,90
Pinsir,Bug,65,125,100
Piplup,Water,53,51,53
Plusle,Electric,60,50,40
Poipole,Poison,67,73,67
Politoed,Water,90,75,75
Poliwag,Water,40,50,40
Poliwhirl,Water,65,65,65
Poliwrath,Water,90,95,95
Polteageist,Ghost,60,65,65
Ponyta,Fire,50,85,55
Poochyena,Dark,35,55,35
Popplio,Water,50,54,54
Porygon,Normal,65,60,70
Porygon-Z,Normal,85,80,70
Porygon2,Normal,85,80,90
"Primal Groudon",Ground,100,180,160
"Primal Kyogre",Water,100,150,90
Primarina,Water,80,74,74
Primeape,Fighting,65,105,60
Prinplup,Water,64,66,68
Probopass,Rock,60,55,145
Psyduck,Water,50,52,48
"Pumpkaboo Average Size",Ghost,49,66,70
"Pumpkaboo Large Size",Ghost,54,66,70
"Pumpkaboo Small Size",Ghost,44,66,70
"Pumpkaboo Super Size",Ghost,59,66,70
Pupitar,Rock,70,84,70
Purrloin,Dark,41,50,37
Purugly,Normal,71,82,64
Pyroar,Fire,86,68,72
Pyukumuku,Water,55,60,130
Quagsire,Water,95,85,85
Quilava,Fire,58,64,58
Quilladin,Grass,61,78,95
Qwilfish,Water,65,95,75
Raboot,Fire,65,86,60
Raichu,Electric,60,90,55
Raikou,Electric,90,85,75
Ralts,Psychic,28,25,25
Rampardos,Rock,97,165,60
Rapidash,Fire,65,100,70
Raticate,Normal,55,81,60
Rattata,Normal,30,56,35
Rayquaza,Dragon,105,150,90
Regice,Ice,80,50,100
Regidrago,Dragon,200,100,50
Regieleki,Electric,80,100,50
Regigigas,Normal,110,160,110
Regirock,Rock,80,100,200
Registeel,Steel,80,75,150
Relicanth,Water,100,90,130
Remoraid,Water,35,65,35
Reshiram,Dragon,100,120,100
Reuniclus,Psychic,110,65,75
Rhydon,Ground,105,130,120
Rhyhorn,Ground,80,85,95
Rhyperior,Ground,115,140,130
Ribombee,Bug,60,55,60
Rillaboom,Grass,100,125,90
Riolu,Fighting,40,70,40
Rockruff,Rock,45,65,40
Roggenrola,Rock,55,75,85
Rolycoly,Rock,30,40,50
Rookidee,Flying,38,47,35
Roselia,Grass,50,60,45
Roserade,Grass,60,70,65
Rotom,Electric,50,50,77
Rowlet,Grass,68,55,55
Rufflet,Normal,70,83,50
Runerigus,Ground,58,95,145
Sableye,Dark,50,75,75
Salamence,Dragon,95,135,80
Salandit,Poison,48,44,40
Salazzle,Poison,68,64,60
Samurott,Water,95,100,85
Sandaconda,Ground,72,107,125
Sandile,Ground,50,72,35
Sandshrew,Ground,50,75,85
Sandslash,Ground,75,100,110
Sandygast,Ghost,55,55,80
Sawk,Fighting,75,125,75
Sawsbuck,Normal,80,100,70
Scatterbug,Bug,38,35,40
Sceptile,Grass,70,85,65
Scizor,Bug,70,130,100
