Lunala,Psychic,137,113
"Dawn Wings Necrozma",Psychic,97,113
Kabutops,Rock,60,115
Entei,Fire,115,115
Cacturne,Grass,70,115
Zangoose,Normal,73,115
Banette,Ghost,64,115
Unfezant,Normal,80,115
Eelektross,Electric,85,115
"Tornadus Incarnate Forme",Flying,79,115
"Thundurus Incarnate Forme",Electric,79,115
Incineroar,Fire,95,115
"Lycanroc Midday Forme",Rock,75,115
"Lycanroc Midnight Forme",Rock,85,115
Komala,Normal,65,115
"Tapu Koko",Electric,70,115
Drednaw,Water,90,115
"Gigantamax Drednaw",Water,90,115
Centiskorch,Fire,100,115
"Gigantamax Centiskorch",Fire,100,115
"Eternamax Eternatus",Poison,255,115
Cinderace,Fire,80,116
"Gigantamax Cinderace",Fire,80,116
Krookodile,Ground,95,117
Fraxure,Dragon,66,117
Avalugg,Ice,95,117
"Lycanroc Dusk Forme",Rock,75,117
Grapploct,Fighting,80,118
Golem,Rock,80,120
"Alolan Golem",Rock,80,120
Hitmonlee,Fighting,50,120
Granbull,Fairy,90,120
Donphan,Ground,90,120
Blaziken,Fire,80,120
Hariyama,Fighting,144,120
Sharpedo,Water,70,120
"Mega Camerupt",Fire,70,120
Crawdaunt,Water,63,120
"Mega Glalie",Ice,80,120
Staraptor,Normal,85,120
Luxray,Electric,80,120
Weavile,Dark,70,120
Dialga,Steel,100,120
Palkia,Water,90,120
"Giratina Origin Forme",Ghost,150,120
Arceus,Normal,120,120
Druddigon,Dragon,77,120
Reshiram,Dragon,100,120
"White Kyurem",Dragon,125,120
Genesect,Bug,71,120
Toucannon,Normal,80,120
Tsareena,Grass,72,120
Passimian,Fighting,100,120
Grimmsnarl,Dark,95,120
"Gigantamax Grimmsnarl",Dark,95,120
Dragapult,Dragon,88,120
Zarude,Dark,105,120
"Dada Zarude",Dark,105,120
Tyrantrum,Rock,82,121
Electivire,Electric,75,123
Emboar,Fire,110,123
Braviary,Normal,100,123
Barraskewda,Water,61,123
Golurk,Ground,89,124
Pangoro,Fighting,95,124
"Mega Kangaskhan",Normal,105,125
Pinsir,Bug,65,125
Gyarados,Water,95,125
"Galarian Zapdos",Fighting,90,125
"Mega Steelix",Steel,75,125
Heracross,Bug,80,125
Armaldo,Rock,75,125
Cranidos,Rock,67,125
Honchkrow,Dark,100,125
Gallade,Psychic,68,125
Azelf,Psychic,75,125
Sawk,Fighting,75,125
Mienshao,Fighting,65,125
Bisharp,Dark,65,125
"Landorus Incarnate Forme",Ground,89,125
Mudsdale,Ground,100,125
Bewear,Normal,120,125
Golisopod,Bug,75,125
Marshadow,Fighting,90,125
Rillaboom,Grass,100,125
"Gigantamax Rillaboom",Grass,100,125
Stonjourner,Rock,100,125
Blacephalon,Fire,53,127
"Meloetta Pirouette Forme",Normal,100,128
Terrakion,Rock,91,129
"Mega Charizard X",Fire,78,130
Machamp,Fighting,90,130
"Gigantamax Machamp",Fighting,90,130
Kingler,Water,55,130
"Gigantamax Kingler",Water,55,130
Rhydon,Ground,105,130
Flareon,Fire,65,130
Scizor,Bug,70,130
Ursaring,Normal,90,130
Ho-oh,Fire,106,130
Breloom,Grass,60,130
Absol,Dark,65,130
"Mega Latios",Dragon,80,130
Garchomp,Dragon,108,130
Mamoswine,Ice,110,130
Kyurem,Dragon,125,130
"Tapu Bulu",Grass,70,130
Copperajah,Steel,122,130
"Gigantamax Copperajah",Steel,122,130
"Zacian Hero of Many Battles",Fairy,92,130
"Zamazenta Hero of Many Battles",Fighting,92,130
"Zamazenta Crowned Sheild Forme",Fighting,92,130
"Urshifu Single Strike Style",Fighting,100,130
"Gigantamax Urshifu Single Strike Style",Fighting,100,130
"Urshifu Rapid Strike Style",Fighting,100,130
"Gigantamax Urshifu Rapid Strike Style",Fighting,100,130
Xerneas,Fairy,126,131
Yveltal,Dark,126,131
Dhelmise,Ghost,70,131
Stakataka,Rock,61,131
"Mega Abomasnow",Grass,90,132
Crabominable,Fighting,97,132
Dragonite,Dragon,91,134
Tyranitar,Rock,100,134
"Mega Aerodactyl",Rock,80,135
Salamence,Dragon,95,135
Metagross,Steel,80,135
Gigalith,Rock,85,135
Excadrill,Ground,110,135
Escavalier,Bug,70,135
"Sirfetch'd",Fighting,62,135
"Mega Lopunny",Normal,65,136
Solgaleo,Psychic,137,137
Pheromosa,Bug,71,137
Buzzwole,Bug,107,139
"Mega Aggron",Steel,70,140
"Mega Sharpedo",Water,70,140
Rhyperior,Ground,115,140
Conkeldurr,Fighting,105,140
"Darmanitan Standard Mode",Fire,105,140
"Galarian Darmanitan Standard Mode",Ice,105,140
Archeops,Rock,75,140
"Wishiwashi School Forme",Water,45,140
Melmetal,Steel,135,143
"Gigantamax Melmetal",Steel,135,143
"Mega Salamence",Dragon,95,145
"Mega Metagross",Steel,80,145
"Mega Lucario",Fighting,70,145
"Landorus Therian Forme",Ground,89,145
Ash-Greninja,Water,72,145
Glastrier,Ice,100,145
Haxorus,Dragon,76,147
Feebas,Water,20,15
"Mega Beedrill",Bug,65,150
"Mega Mewtwo Y",Psychic,106,150
"Mega Scizor",Bug,70,150
"Mega Swampert",Water,100,150
"Mega Absol",Dark,65,150
"Primal Kyogre",Water,100,150
Groudon,Ground,100,150
Rayquaza,Dragon,105,150
"Deoxys Normal Forme",Psychic,50,150
Zekrom,Dragon,100,150
"Aegislash Blade Forme",Steel,60,150
"Mega Pinsir",Bug,65,155
"Mega Gyarados",Water,95,155
"Dusk Mane Necrozma",Psychic,97,157
"Mega Blaziken",Fire,80,160
Slaking,Normal,150,160
Regigigas,Normal,110,160
"Galarian Darmanitan Zen Mode",Ice,105,160
"Mega Diancie",Rock,50,160
"Hoopa Unbound",Psychic,80,160
"Mega Tyranitar",Rock,100,164
"Mega Banette",Ghost,64,165
Rampardos,Rock,97,165
"Mega Gallade",Psychic,68,165
"Ice Rider Calyrex",Psychic,100,165
"Ultra Necrozma",Psychic,97,167
"Mega Garchomp",Dragon,108,170
"Black Kyurem",Dragon,125,170
"Zacian Crowned Sword Forme",Fairy,92,170
"Primal Groudon",Ground,100,180
"Mega Rayquaza",Dragon,105,180
"Deoxys Attack Forme",Psychic,50,180
Kartana,Grass,59,181
"Mega Heracross",Bug,80,185
"Mega Mewtwo X",Psychic,106,190
Metapod,Bug,50,20
Abra,Psychic,25,20
Ledyba,Bug,40,20
Togepi,Fairy,35,20
Marill,Water,70,20
Smeargle,Normal,55,20
Azurill,Normal,50,20
Mantyke,Water,45,20
"Wishiwashi Solo Forme",Water,45,20
Blipbug,Bug,25,20
Spewpa,Bug,45,22
Wynaut,Psychic,95,23
Bronzor,Steel,57,24
Kakuna,Bug,45,25
Cleffa,Fairy,50,25
Ralts,Psychic,28,25
Spoink,Psychic,60,25
Kricketot,Bug,37,25
"Mime Jr.",Psychic,20,25
Munna,Psychic,76,25
Snom,Ice,30,25
Cottonee,Grass,40,27
Nickit,Dark,40,28
Burmy,Bug,40,29
Cosmog,Psychic,43,29
Cosmoem,Psychic,43,29
Caterpie,Bug,45,30
Voltorb,Electric,40,30
Hoothoot,Normal,60,30
Igglybuff,Normal,90,30
Sunkern,Grass,30,30
Smoochum,Ice,45,30
Zigzagoon,Normal,38,30
"Galarian Zigzagoon",Dark,38,30
Lotad,Water,40,30
Wingull,Water,40,30
Surskit,Bug,40,30
Luvdisc,Water,43,30
Budew,Grass,40,30
Combee,Bug,30,30
Chingling,Psychic,45,30
"Darmanitan Zen Mode",Fire,105,30
Yamask,Ghost,38,30
Gothita,Psychic,45,30
Solosis,Psychic,45,30
Litwick,Ghost,50,30
Noibat,Flying,40,30
Bounsweet,Grass,42,30
Hatenna,Psychic,42,30
Wobbuffet,Psychic,190,33
Weedle,Bug,40,35
"Alolan Meowth",Dark,40,35
Kadabra,Psychic,40,35
Magnemite,Electric,25,35
Gastly,Ghost,30,35
Ledian,Bug,55,35
Hoppip,Grass,35,35
Tyrogue,Fighting,35,35
Silcoon,Bug,50,35
Cascoon,Bug,50,35
Kirlia,Psychic,38,35
Cherubi,Grass,45,35
Petilil,Grass,45,35
Scatterbug,Bug,38,35
Morelull,Grass,40,35
Wimpod,Bug,25,35
Dottler,Bug,50,35
Bunnelby,Normal,38,36
Chinchou,Water,75,38
"Flabébé",Fairy,44,38
Helioptile,Electric,44,38
Toxel,Electric,40,38
Tentacool,Water,40,40
Exeggcute,Grass,60,40
Horsea,Water,30,40
Omanyte,Rock,35,40
Pichu,Electric,20,40
Togetic,Fairy,55,40
Mareep,Electric,55,40
Slugma,Fire,40,40
Mantine,Water,65,40
Seedot,Grass,40,40
Shroomish,Grass,60,40
Meditite,Fighting,30,40
Minun,Electric,60,40
Swablu,Normal,45,40
Baltoy,Ground,40,40
Duskull,Ghost,20,40
Spheal,Ice,70,40
Duosion,Psychic,65,40
Frillish,Water,55,40
Lampent,Ghost,60,40
Shelmet,Bug,50,40
Dewpider,Water,38,40
Steenee,Grass,52,40
Sobble,Water,50,40
Gossifleur,Grass,40,40
Wooloo,Normal,42,40
Rolycoly,Rock,30,40
Applin,Grass,40,40
Hattrem,Psychic,57,40
Milcery,Fairy,45,40
Vulpix,Fire,38,41
"Alolan Vulpix",Ice,38,41
Lileep,Rock,66,41
Shieldon,Rock,30,42
Gulpin,Poison,70,43
Ducklett,Water,62,44
Salandit,Poison,48,44
Butterfree,Bug,60,45
"Gigantamax Butterfree",Bug,60,45
Pidgey,Normal,40,45
Clefairy,Fairy,70,45
Jigglypuff,Normal,115,45
Zubat,Poison,40,45
Meowth,Normal,40,45
"Gigantamax Meowth",Normal,40,45
Seel,Water,65,45
Onix,Rock,35,45
Staryu,Water,30,45
"Mr. Mime",Psychic,40,45
Skiploom,Grass,55,45
Wooper,Water,55,45
Treecko,Grass,40,45
Wurmple,Bug,45,45
Nincada,Bug,31,45
Nosepass,Rock,30,45
Skitty,Normal,50,45
Electrike,Electric,40,45
Grumpig,Psychic,80,45
Bidoof,Normal,59,45
Pachirisu,Electric,60,45
Snivy,Grass,45,45
Woobat,Psychic,55,45
Venipede,Bug,30,45
Gothorita,Psychic,60,45
Fennekin,Fire,40,45
Floette,Fairy,54,45
Cutiefly,Bug,40,45
Shiinotic,Grass,60,45
Orbeetle,Bug,60,45
"Gigantamax Orbeetle",Bug,60,45
Yamper,Electric,59,45
Sinistea,Ghost,40,45
Impidimp,Dark,45,45
Sentret,Normal,35,46
"Nidoran♀",Poison,55,47
Illumise,Bug,65,47
Joltik,Bug,50,47
Rookidee,Flying,38,47
Squirtle,Water,44,48
Drowzee,Psychic,60,48
Ditto,Normal,48,48
Barboach,Water,50,48
Shellos,Water,76,48
Espurr,Psychic,62,48
"Meowstic Male",Psychic,74,48
"Meowstic Female",Psychic,74,48
Swirlix,Fairy,62,48
Bulbasaur,Grass,45,49
Chikorita,Grass,45,49
Finneon,Water,49,49
Chansey,Normal,250,5
Happiny,Normal,100,5
Oddish,Grass,45,50
Poliwag,Water,40,50
Alakazam,Psychic,55,50
"Mega Alakazam",Psychic,55,50
Haunter,Ghost,45,50
Electrode,Electric,60,50
Cubone,Ground,50,50
Jynx,Ice,65,50
Noctowl,Normal,100,50
Natu,Psychic,40,50
Azumarill,Water,100,50
Magcargo,Fire,50,50
Swinub,Ice,50,50
Dustox,Bug,60,50
Lombre,Water,60,50
Pelipper,Water,60,50
Plusle,Electric,60,50
Chimecho,Psychic,65,50
Snorunt,Ice,50,50
Regice,Ice,80,50
Drifloon,Ghost,90,50
Skorupi,Poison,40,50
Togekiss,Fairy,85,50
Rotom,Electric,50,50
Purrloin,Dark,41,50
Tympole,Water,50,50
Cofagrigus,Ghost,58,50
Trubbish,Poison,50,50
Minccino,Normal,55,50
Vanillite,Ice,36,50
Ferroseed,Grass,44,50
Cryogonal,Ice,70,50
Fletchling,Normal,45,50
Litleo,Fire,62,50
"Aegislash Shield Forme",Steel,60,50
Carbink,Rock,50,50
Goomy,Dragon,45,50
Eldegoss,Graass,60,50
Whismur,Normal,64,51
Piplup,Water,53,51
Charmander,Fire,39,52
Psyduck,Water,50,52
Cyndaquil,Fire,39,52
Bastiodon,Rock,60,52
Vivillon,Bug,80,52
Spritzee,Fairy,78,52
Binacle,Rock,42,52
Comfey,Fairy,51,52
Pansage,Grass,50,53
Pansear,Fire,50,53
Panpour,Water,50,53
Sewaddle,Bug,45,53
Clauncher,Water,50,53
Mareanie,Poison,50,53
Nihilego,Rock,109,53
Inkay,Dark,53,54
Popplio,Water,50,54
Pikachu,Electric,35,55
"Gigantamax Pikachu",Electric,35,55
Venonat,Bug,60,55
Diglett,Ground,10,55
"Alolan Diglett",Ground,10,55
Lickitung,Normal,90,55
Tangela,Grass,65,55
Eevee,Normal,55,55
"Gigantamax Eevee",Normal,55,55
Flaaffy,Electric,70,55
Jumpluff,Grass,75,55
Corsola,Water,55,55
"Galarian Corsola",Ghost,60,55
Delibird,Ice,45,55
Poochyena,Dark,35,55
Taillow,Normal,40,55
Lunatone,Rock,70,55
Beldum,Steel,40,55
Starly,Normal,40,55
Glameow,Normal,49,55
Probopass,Rock,60,55
Oshawott,Water,55,55
Patrat,Normal,45,55
Musharna,Psychic,116,55
Pidove,Normal,50,55
Whirlipede,Bug,40,55
"Galarian Yamask",Ground,38,55
Gothitelle,Psychic,70,55
Foongus,Grass,69,55
Klink,Steel,40,55
Tynamo,Electric,35,55
Elgyem,Psychic,55,55
Chandelure,Ghost,60,55
Vullaby,Dark,70,55
Heliolisk,Electric,62,55
Rowlet,Grass,68,55
Ribombee,Bug,60,55
Fomantis,Grass,40,55
Sandygast,Ghost,55,55
Jangmo-o,Dragon,45,55
Skwovet,Normal,70,55
"Indeedee Female",Psychic,70,55
Rattata,Normal,30,56
"Alolan Rattata",Dark,30,56
Froakie,Water,41,56
Diggersby,Normal,85,56
"Nidoran♂",Poison,46,57
Swoobat,Psychic,67,57
Silicobra,Ground,52,57
Lanturn,Water,125,58
Chimchar,Fire,44,58
Sigilyph,Psychic,72,58
Dedenne,Electric,67,58
Thievul,Dark,70,58
"Wormadam Plant Cloak",Bug,60,59
Braixen,Fire,59,59
Amaura,Rock,77,59
Pidgeotto,Normal,63,60
Spearow,Normal,40,60
Ekans,Poison,35,60
"Alolan Persian",Dark,65,60
Magneton,Electric,50,60
Porygon,Normal,65,60
Omastar,Rock,70,60
Spinarak,Bug,40,60
Misdreavus,Ghost,60,60
Houndour,Dark,45,60
Phanpy,Ground,90,60
Torchic,Fire,45,60
Masquerain,Bug,70,60
Slakoth,Normal,60,60
Makuhita,Fighting,72,60
Medicham,Fighting,60,60
Roselia,Grass,50,60
Numel,Fire,60,60
Spinda,Normal,60,60
Milotic,Water,95,60
Sealeo,Ice,90,60
Cherrim,Grass,70,60
Mismagius,Ghost,60,60
Glaceon,Ice,65,60
Servine,Grass,60,60
Lillipup,Normal,45,60
Blitzle,Electric,45,60
Audino,Normal,103,60
"Mega Audino",Normal,103,60
Lilligant,Grass,70,60
Deerling,Normal,60,60
Jellicent,Water,100,60
Volcarona,Bug,85,60
Skrelp,Poison,50,60
Oranguru,Normal,90,60
Pyukumuku,Water,55,60
"Minior Meteor Forme",Rock,60,60
Drampa,Normal,78,60
Drizzile,Water,65,60
Carkol,Rock,80,60
Morgrem,Dark,65,60
Alcremie,Fairy,65,60
"Gigantamax Alcremie",Fairy,65,60
Dreepy,Dragon,28,60
Croagunk,Poison,48,61
Chespin,Grass,56,61
Ivysaur,Grass,60,62
Nidorina,Poison,70,62
Bayleef,Grass,60,62
Snover,Grass,60,62
Grubbin,Bug,47,62
Wartortle,Water,59,63
Elekid,Electric,45,63
Stunky,Poison,63,63
Tepig,Fire,65,63
Swadloon,Bug,55,63
Frogadier,Water,54,63
Toxapex,Poison,50,63
Arrokuda,Water,41,63
Charmeleon,Fire,58,64
Dratini,Dragon,41,64
Quilava,Fire,58,64
Larvitar,Rock,50,64
Clamperl,Water,35,64
Salazzle,Poison,68,64
Chewtle,Water,50,64
Gloom,Grass,60,65
Venomoth,Bug,70,65
"Galarian Meowth",Steel,50,65
Poliwhirl,Water,65,65
Slowpoke,Water,90,65
"Galarian Slowpoke",Psychic,90,65
Shellder,Water,30,65
Gengar,Ghost,60,65
"Mega Gengar",Ghost,60,65
"Gigantamax Gengar",Ghost,60,65
Koffing,Poison,40,65
Seadra,Water,55,65
"Galarian Mr. Mime",Ice,50,65
Vaporeon,Water,130,65
Jolteon,Electric,65,65
Totodile,Water,50,65
Yanma,Bug,65,65
Espeon,Psychic,65,65
Umbreon,Dark,95,65
"Galarian Slowking",Poison,95,65
Pineco,Bug,50,65
Remoraid,Water,35,65
Grovyle,Grass,50,65
Gardevoir,Psychic,68,65
Delcatty,Normal,70,65
Shinx,Electric,45,65
Buizel,Water,55,65
Chatot,Normal,76,65
"Heat Rotom",Electric,50,65
"Wash Rotom",Electric,50,65
"Frost Rotom",Electric,50,65
"Fan Rotom",Electric,50,65
"Mow Rotom",Electric,50,65
Palpitoad,Water,75,65
Dwebble,Bug,50,65
Zorua,Dark,40,65
Reuniclus,Psychic,110,65
Vanillish,Ice,51,65
Mandibuzz,Dark,110,65
Deino,Dark,52,65
Florges,Fairy,78,65
Skiddo,Grass,66,65
Sylveon,Fairy,95,65
Litten,Fire,45,65
Rockruff,Rock,45,65
Meltan,Steel,46,65
Grookey,Grass,50,65
Sizzlipede,Fire,50,65
Polteageist,Ghost,60,65
Frosmoth,Ice,70,65
"Indeedee Male",Psychic,60,65
Spectrier,Ghost,100,65
Prinplup,Water,64,66
Buneary,Normal,55,66
Stunfisk,Ground,109,66
"Pumpkaboo Average Size",Ghost,49,66
"Pumpkaboo Small Size",Ghost,44,66
"Pumpkaboo Large Size",Ghost,54,66
"Pumpkaboo Super Size",Ghost,59,66
"Alolan Ninetales",Ice,73,67
Goldeen,Water,45,67
Whimsicott,Grass,60,67
Corvisquire,Flying,68,67
Tropius,Grass,99,68
Turtwig,Grass,55,68
Pyroar,Fire,86,68
Clobbopus,Fighting,50,68
"Wormadam Trash Cloak",Bug,60,69
Lumineon,Water,69,69
Delphox,Fire,75,69
Bergmite,Ice,55,69
Brionne,Water,60,69
Clefable,Fairy,95,70
Wigglytuff,Normal,140,70
Paras,Bug,35,70
Persian,Normal,65,70
Growlithe,Fire,55,70
Tentacruel,Water,80,70
Dewgong,Water,90,70
Aipom,Normal,55,70
Dunsparce,Normal,100,70
Mudkip,Water,50,70
Linoone,Normal,78,70
"Galarian Linoone",Dark,78,70
Beautifly,Bug,60,70
Ludicolo,Water,80,70
Nuzleaf,Grass,70,70
Aron,Steel,50,70
Wailmer,Water,130,70
Vibrava,Ground,50,70
Altaria,Dragon,75,70
Claydol,Ground,60,70
Castform,Normal,70,70
Dusclops,Ghost,40,70
"Deoxys Defense Forme",Psychic,50,70
Roserade,Grass,60,70
Gible,Dragon,58,70
Riolu,Fighting,40,70
Magnezone,Electric,70,70
Cresselia,Psychic,120,70
Cubchoo,Ice,55,70
Accelgor,Bug,80,70
Phantump,Ghost,43,70
Noivern,Flying,85,70
Yungoos,Normal,48,70
Vikavolt,Bug,77,70
"Oricorio Baile Style",Fire,75,70
"Oricorio Pom-Pom Style",Electric,75,70
"Oricorio P'au Style",Psychic,75,70
"Oricorio Sensu Style",Ghost,75,70
Araquanid,Water,68,70
"Alolan Raticate",Dark,75,71
Loudred,Normal,84,71
Scorbunny,Fire,50,71
Nidorino,Poison,61,72
Unown,Psychic,48,72
Hippopotas,Ground,68,72
Sandile,Ground,50,72
"Keldeo Ordinary Forme",Water,91,72
"Keldeo Resolute Forme",Water,91,72
Aromatisse,Fairy,101,72
Hypno,Psychic,85,73
Volbeat,Bug,65,73
Swalot,Poison,100,73
Fletchinder,Fire,62,73
Clawitzer,Water,71,73
Poipole,Poison,67,73
Naganadel,Poison,73,73
Golett,Ground,59,74
Primarina,Water,80,74
Sandshrew,Ground,50,75
"Alolan Sandshrew",Ice,50,75
Bellsprout,Grass,50,75
Slowbro,Water,95,75
"Mega Slowbro",Water,95,75
Starmie,Water,60,75
Xatu,Psychic,65,75
Ampharos,Electric,90,75
Politoed,Water,90,75
Sunflora,Grass,75,75
Slowking,Water,95,75
Gligar,Ground,65,75
Magby,Fire,45,75
Suicune,Water,100,75
Sableye,Dark,50,75
Manectric,Electric,70,75
"Mega Manectric",Electric,70,75
Shuppet,Ghost,44,75
Bagon,Dragon,45,75
Metang,Steel,60,75
Registeel,Steel,80,75
Staravia,Normal,55,75
Uxie,Psychic,75,75
Serperior,Grass,75,75
Dewott,Water,75,75
Roggenrola,Rock,55,75
Scraggy,Dark,50,75
Emolga,Electric,55,75
Karrablast,Bug,50,75
Alomomola,Water,165,75
Beheeyem,Psychic,75,75
Dragalge,Poison,65,75
Sliggoo,Dragon,68,75
Dartrix,Grass,78,75
Pikipek,Normal,35,75
Stufful,Normal,70,75
Palossand,Ghost,85,75
Hakamo-o,Dragon,55,75
"Tapu Fini",Water,70,75
Ninetales,Fire,73,76
Furret,Normal,85,76
Lopunny,Normal,65,76
Yanmega,Bug,86,76
Tranquill,Normal,62,77
Galvantula,Bug,70,77
"Meloetta Aria Forme",Normal,100,77
Aurorus,Rock,123,77
Whiscash,Water,110,78
Monferno,Fire,64,78
Tirtouga,Water,54,78
Quilladin,Grass,61,78
Turtonator,Fire,60,78
"Wormadam Sandy Cloak",Bug,60,79
Pidgeot,Normal,83,80
"Mega Pidgeot",Normal,83,80
Golbat,Poison,75,80
Vileplume,Grass,75,80
Dugtrio,Ground,35,80
Mankey,Fighting,40,80
Machop,Fighting,70,80
Geodude,Rock,40,80
"Alolan Geodude",Rock,40,80
Grimer,Poison,80,80
"Alolan Grimer",Poison,80,80
Marowak,Ground,60,80
"Alolan Marowak",Fire,60,80
Kabuto,Rock,30,80
Croconaw,Water,65,80
Bellossom,Grass,75,80
Girafarig,Normal,70,80
Snubbull,Fairy,60,80
Teddiursa,Normal,60,80
Skarmory,Steel,65,80
Porygon2,Normal,85,80
Miltank,Normal,95,80
Vigoroth,Normal,80,80
Corphish,Water,43,80
Glalie,Ice,80,80
Walrein,Ice,110,80
Latias,Dragon,80,80
Vespiquen,Bug,70,80
Drifblim,Ghost,150,80
Bonsly,Rock,50,80
Porygon-Z,Normal,85,80
Froslass,Ice,70,80
Phione,Water,80,80
Herdier,Normal,65,80
Timburr,Fighting,75,80
Klang,Steel,60,80
Furfrou,Normal,75,80
Honedge,Steel,45,80
Slurpuff,Fairy,82,80
Klefki,Steel,57,80
Dubwool,Normal,72,80
Coalossal,Rock,110,80
"Gigantamax Coalossal",Rock,110,80
"Eiscue Ice Face",Ice,75,80
"Eiscue Noice Face",Ice,75,80
Cufant,Steel,72,80
Drakloak,Dragon,68,80
Calyrex,Psychic,100,80
Raticate,Normal,55,81
Cradily,Rock,86,81
"Galarian Stunfisk",Ground,109,81
Talonflame,Fire,78,81
Venusaur,Grass,80,82
"Gigantamax Venusaur",Grass,80,82
Golduck,Water,80,82
Meganium,Grass,80,82
Purugly,Normal,71,82
Krokorok,Ground,60,82
Pancham,Fighting,67,82
Charjabug,Bug,57,82
Crabrawler,Fighting,47,82
Blastoise,Water,79,83
"Gigantamax Blasoise",Blastoise,79,83
Electabuzz,Electric,65,83
Gastrodon,Water,111,83
Rufflet,Normal,70,83
Charizard,Fire,78,84
"Gigantamax Charizard",Fire,78,84
Dragonair,Dragon,61,84
Typhlosion,Fire,78,84
Pupitar,Rock,70,84
Gorebyss,Water,55,84
Arbok,Poison,60,85
"Alolan Raichu",Electric,60,85
Ponyta,Fire,50,85
"Galarian Ponyta",Psychic,50,85
Doduo,Normal,35,85
Rhyhorn,Ground,80,85
Lapras,Water,130,85
"Gigantamax Lapras",Water,130,85
Articuno,Ice,90,85
"Galarian Articuno",Psychic,90,85
"Galarian Moltres",Dark,90,85
Quagsire,Water,95,85
Murkrow,Dark,60,85
Steelix,Steel,75,85
Raikou,Electric,90,85
Sceptile,Grass,70,85
Combusken,Fire,60,85
Marshtomp,Water,70,85
Swellow,Normal,60,85
"Mega Gardevoir",Psychic,68,85
"Mega Sableye",Dark,50,85
Mawile,Steel,50,85
